subjectURI,subjectLabel,subjectNotation,subjectGrade,predicateCURIE,predicateLabel,objectURI,objectLabel,objectNotation,objectGrade,relationshipID
http://asn.jesandco.org/resources/S1041EB4,"Apply procedures to round any whole number to the nearest 10, 100, or 1,000.  ",3-2.4,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143480,Use place value understanding to round whole numbers to the nearest 10 or 100.,CCSS.Math.Content.3.NBT.A.1,3,http://toolkit.asn.desire2learn.com/resources/M9989
http://asn.jesandco.org/resources/S1041EB9,"Analyze the effect that adding, subtracting, or multiplying odd and/or even numbers has on the outcome. ",3-2.9,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114347F,"Identify arithmetic patterns (including patterns in the addition table or multiplication table), and explain them using properties of operations.",CCSS.Math.Content.3.OA.D.9,3,http://toolkit.asn.desire2learn.com/resources/M9990
http://asn.jesandco.org/resources/S1041DF6,"Use symbols to represent an unknown quantity in a simple addition, subtraction, or multiplication equation.  ",3-3.3,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114347E,Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.,CCSS.Math.Content.3.OA.D.8,3,http://toolkit.asn.desire2learn.com/resources/M9991
http://asn.jesandco.org/resources/S1041E76,"Use common referents to make comparisons and estimates associated with length, liquid volume, and mass and weight: meters compared to yards, kilometers to miles, liters to quarts, and kilograms to pounds.  ",3-5.4,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143487,"Measure and estimate liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l). Add, subtract, multiply, or divide to solve one-step word problems involving masses or volumes that are given in the same units, e.g., by using drawings (such as a beaker with a measurement scale) to represent the problem.",CCSS.Math.Content.3.MD.A.2,3,http://toolkit.asn.desire2learn.com/resources/M9992
http://asn.jesandco.org/resources/S1041E75,"Recognize the relationship between meters and yards, kilometers and miles, liters and quarts, and kilograms and pounds. ",3-5.3,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143487,"Measure and estimate liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l). Add, subtract, multiply, or divide to solve one-step word problems involving masses or volumes that are given in the same units, e.g., by using drawings (such as a beaker with a measurement scale) to represent the problem.",CCSS.Math.Content.3.MD.A.2,3,http://toolkit.asn.desire2learn.com/resources/M9993
http://asn.jesandco.org/resources/S1041E74,"Use appropriate tools to measure objects to the nearest unit: measuring length in meters and half inches; measuring liquid volume in fluid ounces, pints, and liters; and measuring mass in grams.  ",3-5.2,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143487,"Measure and estimate liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l). Add, subtract, multiply, or divide to solve one-step word problems involving masses or volumes that are given in the same units, e.g., by using drawings (such as a beaker with a measurement scale) to represent the problem.",CCSS.Math.Content.3.MD.A.2,3,http://toolkit.asn.desire2learn.com/resources/M9994
http://asn.jesandco.org/resources/S1041E78,Use analog and digital clocks to tell time to the nearest minute.  ,3-5.6,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143486,"Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes, e.g., by representing the problem on a number line diagram.",CCSS.Math.Content.3.MD.A.1,3,http://toolkit.asn.desire2learn.com/resources/M9995
http://asn.jesandco.org/resources/S1041EB6,Represent fractions that are greater than or equal to 1.  ,3-2.6,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143484,Understand a fraction as a number on the number line; represent fractions on a number line diagram.,CCSS.Math.Content.3.NF.A.2,3,http://toolkit.asn.desire2learn.com/resources/M9996
http://asn.jesandco.org/resources/S1041EB5,Understand fractions as parts of a whole.  ,3-2.5,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143484,Understand a fraction as a number on the number line; represent fractions on a number line diagram.,CCSS.Math.Content.3.NF.A.2,3,http://toolkit.asn.desire2learn.com/resources/M9997
http://asn.jesandco.org/resources/S1041EB5,Understand fractions as parts of a whole.  ,3-2.5,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143483,Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.,CCSS.Math.Content.3.NF.A.1,3,http://toolkit.asn.desire2learn.com/resources/M9998
http://asn.jesandco.org/resources/S1041DBF,Analyze dot plots and bar graphs to make predictions about populations.  ,3-6.4,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143488,Draw a scaled picture graph and a scaled bar graph to represent a data set with several categories. Solve one- and two-step &quot;how many more&quot; and &quot;how many less&quot; problems using information presented in scaled bar graphs.,CCSS.Math.Content.3.MD.B.3,3,http://toolkit.asn.desire2learn.com/resources/M9999
http://asn.jesandco.org/resources/S1041DBE,"Interpret data in tables, bar graphs, pictographs, and dot plots.  ",3-6.3,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143488,Draw a scaled picture graph and a scaled bar graph to represent a data set with several categories. Solve one- and two-step &quot;how many more&quot; and &quot;how many less&quot; problems using information presented in scaled bar graphs.,CCSS.Math.Content.3.MD.B.3,3,http://toolkit.asn.desire2learn.com/resources/M10000
http://asn.jesandco.org/resources/S1041DBD,"Organize data in tables, bar graphs, and dot plots. ",3-6.2,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143488,Draw a scaled picture graph and a scaled bar graph to represent a data set with several categories. Solve one- and two-step &quot;how many more&quot; and &quot;how many less&quot; problems using information presented in scaled bar graphs.,CCSS.Math.Content.3.MD.B.3,3,http://toolkit.asn.desire2learn.com/resources/M10001
http://asn.jesandco.org/resources/S1041E77,Generate strategies to determine the perimeters of polygons.  ,3-5.5,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114348D,"Solve real world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths, finding an unknown side length, and exhibiting rectangles with the same perimeter and different areas or with the same area and different perimeters.",CCSS.Math.Content.3.MD.D.8,3,http://toolkit.asn.desire2learn.com/resources/M10002
http://asn.jesandco.org/resources/S1041DBD,"Organize data in tables, bar graphs, and dot plots. ",3-6.2,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143489,"Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch. Show the data by making a line plot, where the horizontal scale is marked off in appropriate units— whole numbers, halves, or quarters.",CCSS.Math.Content.3.MD.B.4,3,http://toolkit.asn.desire2learn.com/resources/M10003
http://asn.jesandco.org/resources/S1041E74,"Use appropriate tools to measure objects to the nearest unit: measuring length in meters and half inches; measuring liquid volume in fluid ounces, pints, and liters; and measuring mass in grams.  ",3-5.2,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143489,"Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch. Show the data by making a line plot, where the horizontal scale is marked off in appropriate units— whole numbers, halves, or quarters.",CCSS.Math.Content.3.MD.B.4,3,http://toolkit.asn.desire2learn.com/resources/M10004
http://asn.jesandco.org/resources/S1041E41,"Analyze the results of combining and subdividing circles, triangles, quadrilaterals, pentagons, hexagons, and octagons.  ",3-4.7,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114348F,Partition shapes into parts with equal areas. Express the area of each part as a unit fraction of the whole.,CCSS.Math.Content.3.G.A.2,3,http://toolkit.asn.desire2learn.com/resources/M10005
http://asn.jesandco.org/resources/S1041DFC,Apply procedures to find the value of an unknown letter or symbol in a whole-number equation.  ,4-3.5,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349B,"Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",CCSS.Math.Content.4.OA.A.2,4,http://toolkit.asn.desire2learn.com/resources/M10007
http://asn.jesandco.org/resources/S1041DFB,"Translate among, letters, symbols, and words to represent quantities in simple mathematical expressions or equations.  ",4-3.4,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349A,"Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.",CCSS.Math.Content.4.OA.A.1,4,http://toolkit.asn.desire2learn.com/resources/M10008
http://asn.jesandco.org/resources/S1041DFC,Apply procedures to find the value of an unknown letter or symbol in a whole-number equation.  ,4-3.5,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349C,"Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",CCSS.Math.Content.4.OA.A.3,4,http://toolkit.asn.desire2learn.com/resources/M10009
http://asn.jesandco.org/resources/S1041DFB,"Translate among, letters, symbols, and words to represent quantities in simple mathematical expressions or equations.  ",4-3.4,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349C,"Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",CCSS.Math.Content.4.OA.A.3,4,http://toolkit.asn.desire2learn.com/resources/M10010
http://asn.jesandco.org/resources/S1041EE0,"Recognize the period in the place-value structure of whole numbers: units, thousands, millions, and billions. ",4-2.1,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434A1,Use place value understanding to round multi-digit whole numbers to any place.,CCSS.Math.Content.4.NBT.A.3,4,http://toolkit.asn.desire2learn.com/resources/M10011
http://asn.jesandco.org/resources/S1041DFA,Use a rule to complete a sequence or a table.  ,4-3.3,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349E,Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself.,CCSS.Math.Content.4.OA.C.5,4,http://toolkit.asn.desire2learn.com/resources/M10012
http://asn.jesandco.org/resources/S1041DF9,"Generalize a rule for numeric, nonnumeric, and repeating patterns involving all operations.  ",4-3.2,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349E,Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself.,CCSS.Math.Content.4.OA.C.5,4,http://toolkit.asn.desire2learn.com/resources/M10013
http://asn.jesandco.org/resources/S1041DF8,"Analyze numeric, nonnumeric, and repeating patterns involving all operations and decimal patterns through hundredths.  ",4-3.1,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349E,Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself.,CCSS.Math.Content.4.OA.C.5,4,http://toolkit.asn.desire2learn.com/resources/M10014
http://asn.jesandco.org/resources/S1041EE8,"Compare the relative size of fractions to the benchmarks 0, <sup>1</sup>/<sub>2</sub> , and 1.",4-2.9,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434A6,"Compare two fractions with different numerators and different denominators, e.g., by creating common denominators or numerators, or by comparing to a benchmark fraction such as 1/2. Recognize that comparisons are valid only when the two fractions refer to the same whole. Record the results of comparisons with symbols >, =, or <, and justify the conclusions, e.g., by using a visual fraction model.",CCSS.Math.Content.4.NF.A.2,4,http://toolkit.asn.desire2learn.com/resources/M10015
http://asn.jesandco.org/resources/S1041EE7,Apply strategies and procedures to find equivalent forms of fractions.,4-2.8,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434A5,"Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.",CCSS.Math.Content.4.NF.A.1,4,http://toolkit.asn.desire2learn.com/resources/M10016
http://asn.jesandco.org/resources/S1041EE4,Generate strategies to divide whole numbers by single-digit divisors.  ,4-2.5,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434A4,"Find whole-number quotients and remainders with up to four-digit dividends and one-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",CCSS.Math.Content.4.NBT.B.6,4,http://toolkit.asn.desire2learn.com/resources/M10017
http://asn.jesandco.org/resources/S1041EE2,Apply an algorithm to multiply whole numbers fluently.  ,4-2.3,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434A3,"Multiply a whole number of up to four digits by a one-digit whole number, and multiply two two-digit numbers, using strategies based on place value and the properties of operations. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",CCSS.Math.Content.4.NBT.B.5,4,http://toolkit.asn.desire2learn.com/resources/M10018
http://asn.jesandco.org/resources/S1041EEA,"Represent improper fractions, mixed numbers, and decimals.  ",4-2.11,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114368E,"Solve word problems involving addition and subtraction of fractions referring to the same whole and having like denominators, e.g., by using visual fraction models and equations to represent the problem.",CCSS.Math.Content.4.NF.B.3d,4,http://toolkit.asn.desire2learn.com/resources/M10019
http://asn.jesandco.org/resources/S1041EEA,"Represent improper fractions, mixed numbers, and decimals.  ",4-2.11,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114368D,"Add and subtract mixed numbers with like denominators, e.g., by replacing each mixed number with an equivalent fraction, and/or by using properties of operations and the relationship between addition and subtraction.",CCSS.Math.Content.4.NF.B.3c,4,http://toolkit.asn.desire2learn.com/resources/M10020
http://asn.jesandco.org/resources/S1041EEA,"Represent improper fractions, mixed numbers, and decimals.  ",4-2.11,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114368C,"Decompose a fraction into a sum of fractions with the same denominator in more than one way, recording each decomposition by an equation. Justify decompositions, e.g., by using a visual fraction model.",CCSS.Math.Content.4.NF.B.3b,4,http://toolkit.asn.desire2learn.com/resources/M10021
http://asn.jesandco.org/resources/S1041EEA,"Represent improper fractions, mixed numbers, and decimals.  ",4-2.11,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S114368B,Understand addition and subtraction of fractions as joining and separating parts referring to the same whole.,CCSS.Math.Content.4.NF.B.3a,4,http://toolkit.asn.desire2learn.com/resources/M10022
http://asn.jesandco.org/resources/S1041EEA,"Represent improper fractions, mixed numbers, and decimals.  ",4-2.11,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434A7,Understand a fraction a/b with a > 1 as a sum of fractions 1/b.,CCSS.Math.Content.4.NF.B.3,4,http://toolkit.asn.desire2learn.com/resources/M10023
http://asn.jesandco.org/resources/S1041EE6,"Compare decimals through hundredths by using the terms is less than, is greater than, and is equal to and the symbols <, >, and =.",4-2.7,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434AB,"Compare two decimals to hundredths by reasoning about their size. Recognize that comparisons are valid only when the two decimals refer to the same whole. Record the results of comparisons with the symbols >, =, or <, and justify the conclusions, e.g., by using a visual model.",CCSS.Math.Content.4.NF.C.7,4,http://toolkit.asn.desire2learn.com/resources/M10024
http://asn.jesandco.org/resources/S1041EEA,"Represent improper fractions, mixed numbers, and decimals.  ",4-2.11,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434AA,Use decimal notation for fractions with denominators 10 or 100.,CCSS.Math.Content.4.NF.C.6,4,http://toolkit.asn.desire2learn.com/resources/M10025
http://asn.jesandco.org/resources/S1041EE9,"Identify common the fraction/decimal equivalents ½ = .5, ¼ = .25, ¾ = .75, ⅓ ≈ .33, ⅔ ≈ .67, multiples of <sup>1</sup>/<sub>10</sub>, and multiples of <sup>1</sup>/<sub>100</sub>.",4-2.10,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434AA,Use decimal notation for fractions with denominators 10 or 100.,CCSS.Math.Content.4.NF.C.6,4,http://toolkit.asn.desire2learn.com/resources/M10026
http://asn.jesandco.org/resources/S1041EE7,Apply strategies and procedures to find equivalent forms of fractions.,4-2.8,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434A9,"Express a fraction with denominator 10 as an equivalent fraction with denominator 100, and use this technique to add two fractions with respective denominators 10 and 100.",CCSS.Math.Content.4.NF.C.5,4,http://toolkit.asn.desire2learn.com/resources/M10027
http://asn.jesandco.org/resources/S1041E6F,"Apply strategies and procedures to determine the amount of elapsed time in hours and minutes within a 12-hour period, either a.m. or p.m.  ",4-5.6,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434AD,"Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.",CCSS.Math.Content.4.MD.A.2,4,http://toolkit.asn.desire2learn.com/resources/M10028
http://asn.jesandco.org/resources/S1041EEB,Generate strategies to add and subtract decimals through hundredths.,4-2.12,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434AD,"Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.",CCSS.Math.Content.4.MD.A.2,4,http://toolkit.asn.desire2learn.com/resources/M10029
http://asn.jesandco.org/resources/S1041E71,"Recall equivalencies associated with liquid volume, time, weight, and length: 8 liquid ounces = 1 cup, 2 cups = 1 pint, 2 pints = 1 quart, 4 quarts = 1 gallon; 365 days = 1 year, 52 weeks = 1 year; 16 ounces = 1 pound, 2,000 pounds = 1 ton; and 5,280 feet = 1 mile.",4-5.8,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434AC,"Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equivalents in a two column table.",CCSS.Math.Content.4.MD.A.1,4,http://toolkit.asn.desire2learn.com/resources/M10030
http://asn.jesandco.org/resources/S1041E6C,"Use equivalencies to convert units of measure within the U.S. Customary System: converting length in inches, feet, yards, and miles; converting weight in ounces, pounds, and tons; converting liquid volume in cups, pints, quarts, and gallons; and converting time in years, months, weeks, days, hours, minutes, and seconds.",4-5.3,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434AC,"Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equivalents in a two column table.",CCSS.Math.Content.4.MD.A.1,4,http://toolkit.asn.desire2learn.com/resources/M10031
http://asn.jesandco.org/resources/S1041E6B,"Compare angle measures with referent angles of 45 degrees, 90 degrees, and 180 degrees to estimate angle measures.",4-5.2,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S2373206,An angle that turns through n one-degree angles is said to have an angle measure of n degrees.,CCSS.Math.Content.4.MD.C.5b,4,http://toolkit.asn.desire2learn.com/resources/M10032
http://asn.jesandco.org/resources/S1041E6B,"Compare angle measures with referent angles of 45 degrees, 90 degrees, and 180 degrees to estimate angle measures.",4-5.2,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S2373205,"An angle is measured with reference to a circle with its center at the common endpoint of the rays, by considering the fraction of the circular arc between the points where the two rays intersect the circle. An angle that turns through 1/360 of a circle is called a &quot;one-degree angle,&quot; and can be used to measure angles.",CCSS.Math.Content.4.MD.C.5a,4,http://toolkit.asn.desire2learn.com/resources/M10033
http://asn.jesandco.org/resources/S1041E38,"Represent points, lines, line segments, rays, angles, and polygons.  ",4-4.6,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S2373206,An angle that turns through n one-degree angles is said to have an angle measure of n degrees.,CCSS.Math.Content.4.MD.C.5b,4,http://toolkit.asn.desire2learn.com/resources/M10034
http://asn.jesandco.org/resources/S1041E38,"Represent points, lines, line segments, rays, angles, and polygons.  ",4-4.6,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S2373205,"An angle is measured with reference to a circle with its center at the common endpoint of the rays, by considering the fraction of the circular arc between the points where the two rays intersect the circle. An angle that turns through 1/360 of a circle is called a &quot;one-degree angle,&quot; and can be used to measure angles.",CCSS.Math.Content.4.MD.C.5a,4,http://toolkit.asn.desire2learn.com/resources/M10035
http://asn.jesandco.org/resources/S1041E6B,"Compare angle measures with referent angles of 45 degrees, 90 degrees, and 180 degrees to estimate angle measures.",4-5.2,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434B0,"Recognize angles as geometric shapes that are formed wherever two rays share a common endpoint, and understand concepts of angle measurement:",CCSS.Math.Content.4.MD.C.5,4,http://toolkit.asn.desire2learn.com/resources/M10036
http://asn.jesandco.org/resources/S1041E38,"Represent points, lines, line segments, rays, angles, and polygons.  ",4-4.6,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434B0,"Recognize angles as geometric shapes that are formed wherever two rays share a common endpoint, and understand concepts of angle measurement:",CCSS.Math.Content.4.MD.C.5,4,http://toolkit.asn.desire2learn.com/resources/M10037
http://asn.jesandco.org/resources/S1041E33,"Analyze the quadrilaterals squares, rectangles, trapezoids, rhombuses, and parallelograms according to their properties.  ",4-4.1,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434B4,"Classify two-dimensional figures based on the presence or absence of parallel or perpendicular lines, or the presence or absence of angles of a specified size. Recognize right triangles as a category, and identify right triangles.",CCSS.Math.Content.4.G.A.2,4,http://toolkit.asn.desire2learn.com/resources/M10038
http://asn.jesandco.org/resources/S1041E6B,"Compare angle measures with referent angles of 45 degrees, 90 degrees, and 180 degrees to estimate angle measures.",4-5.2,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434B3,"Draw points, lines, line segments, rays, angles (right, acute, obtuse), and perpendicular and parallel lines. Identify these in two-dimensional figures.",CCSS.Math.Content.4.G.A.1,4,http://toolkit.asn.desire2learn.com/resources/M10039
http://asn.jesandco.org/resources/S1041E38,"Represent points, lines, line segments, rays, angles, and polygons.  ",4-4.6,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434B3,"Draw points, lines, line segments, rays, angles (right, acute, obtuse), and perpendicular and parallel lines. Identify these in two-dimensional figures.",CCSS.Math.Content.4.G.A.1,4,http://toolkit.asn.desire2learn.com/resources/M10040
http://asn.jesandco.org/resources/S1041DFE,"Represent numeric, algebraic, and geometric patterns in words, symbols, algebraic expressions, and algebraic equations.  ",5-3.1,5,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434ED,"Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane.",CCSS.Math.Content.5.OA.B.3,5,http://toolkit.asn.desire2learn.com/resources/M10042
http://asn.jesandco.org/resources/S1041E00,"Match tables, graphs, expressions, equations, and verbal descriptions of the same problem situation.  ",5-3.3,5,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434EC,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them.",CCSS.Math.Content.5.OA.A.2,5,http://toolkit.asn.desire2learn.com/resources/M10043
http://asn.jesandco.org/resources/S1041EC0,"Compare whole numbers, decimals, and fractions by using the symbols <, >, and =. ",5-2.4,5,asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143699,"Compare two decimals to thousandths based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons.",CCSS.Math.Content.5.NBT.A.3b,5,http://toolkit.asn.desire2learn.com/resources/M10044
