subjectURI,subjectLabel,subjectNotation,subjectGrade,predicateCURIE,predicateLabel,objectURI,objectLabel,objectNotation,objectGrade,relationshipID
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435B3,"6. Find the conditional probability of A given B as the fraction of B's outcomes that also belong to A, and interpret the answer in terms of the model.",CCSS.Math.Content.HSS-CP.B.6,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/465
http://asn.jesandco.org/resources/S113BA1D,"Follow an inquiry-based process in seeking knowledge in curricular subjects, and make the real-world connection for using this process in own life.",1.1.1,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435B2,5. Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations.,CCSS.Math.Content.HSS-CP.A.5,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/466
http://asn.jesandco.org/resources/S113BA39,Use technology and other information tools to analyze and organize information.,2.1.4,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435B1,4. Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities.,CCSS.Math.Content.HSS-CP.A.4,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/467
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435B0,"3. Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.",CCSS.Math.Content.HSS-CP.A.3,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/468
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435AF,"2. Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent.",CCSS.Math.Content.HSS-CP.A.2,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/469
http://asn.jesandco.org/resources/S113BA36,"Continue an inquiry-based research process by applying critical-thinking skills (analysis, synthesis, evaluation, organization) to information and knowledge in order to construct new understandings, draw conclusions, and create new knowledge.",2.1.1,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435AE,"1. Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (""or,"" ""and,"" ""not"").",CCSS.Math.Content.HSS-CP.A.1,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/470
http://asn.jesandco.org/resources/S113BA39,Use technology and other information tools to analyze and organize information.,2.1.4,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114356F,Use the rules of probability to compute probabilities of compound events in a uniform probability model,CCSS.Math.Content.HSS-CP.B,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/471
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114356E,Understand independence and conditional probability and use them to interpret data,CCSS.Math.Content.HSS-CP.A,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/472
http://asn.jesandco.org/resources/S113BA21,"Evaluate information found in selected sources on the basis of accuracy, validity, appropriateness for needs, importance, and social and cultural context.",1.1.5,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435AD,6. Evaluate reports based on data.,CCSS.Math.Content.HSS-IC.B.6,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/473
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435AC,5. Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.,CCSS.Math.Content.HSS-IC.B.5,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/474
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435AB,4. Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.,CCSS.Math.Content.HSS-IC.B.4,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/475
http://asn.jesandco.org/resources/S113BA20,"Find, evaluate, and select appropriate sources to answer questions.",1.1.4,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435AA,"3. Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.",CCSS.Math.Content.HSS-IC.B.3,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/476
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435A9,"2. Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation.",CCSS.Math.Content.HSS-IC.A.2,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/477
http://asn.jesandco.org/resources/S113BA1D,"Follow an inquiry-based process in seeking knowledge in curricular subjects, and make the real-world connection for using this process in own life.",1.1.1,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11435A8,1. Understand statistics as a process for making inferences about population parameters based on a random sample from that population.,CCSS.Math.Content.HSS-IC.A.1,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/478
http://asn.jesandco.org/resources/S113BA1D,"Follow an inquiry-based process in seeking knowledge in curricular subjects, and make the real-world connection for using this process in own life.",1.1.1,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143566,Making Inferences and Justifying Conclusions,,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/479
http://asn.jesandco.org/resources/S113BA1D,"Follow an inquiry-based process in seeking knowledge in curricular subjects, and make the real-world connection for using this process in own life.",1.1.1,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143552,High School ‰ÛÓ Statistics and Probability<sup>‰÷É</sup>,,"9, 10, 11, 12",http://toolkit.asn.desire2learn.com/mapping/480
http://asn.jesandco.org/resources/S113BA3E,Employ a critical stance in drawing conclusions by demonstrating that the pattern of evidence leads to a decision or conclusion.,2.2.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349E,5. Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself.,CCSS.Math.Content.4.OA.C.5,4,http://toolkit.asn.desire2learn.com/mapping/481
http://asn.jesandco.org/resources/S113BA36,"Continue an inquiry-based research process by applying critical-thinking skills (analysis, synthesis, evaluation, organization) to information and knowledge in order to construct new understandings, draw conclusions, and create new knowledge.",2.1.1,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349D,4. Find all factor pairs for a whole number in the range 1‰ÛÓ100. Recognize that a whole number is a multiple of each of its factors. Determine whether a given whole number in the range 1‰ÛÓ100 is a multiple of a given one-digit number. Determine whether a given whole number in the range 1‰ÛÓ100 is prime or composite.,CCSS.Math.Content.4.OA.B.4,4,http://toolkit.asn.desire2learn.com/mapping/482
http://asn.jesandco.org/resources/S113BA3B,"Use the writing process, media and visual literacy, and technology skills to create products that express new understandings.",2.1.6,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349C,"3. Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",CCSS.Math.Content.4.OA.A.3,4,http://toolkit.asn.desire2learn.com/mapping/483
http://asn.jesandco.org/resources/S113BA34,"Monitor gathered information, and assess for gaps or weaknesses.",1.4.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349C,"3. Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",CCSS.Math.Content.4.OA.A.3,4,http://toolkit.asn.desire2learn.com/mapping/484
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349C,"3. Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",CCSS.Math.Content.4.OA.A.3,4,http://toolkit.asn.desire2learn.com/mapping/485
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349B,"2. Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",CCSS.Math.Content.4.OA.A.2,4,http://toolkit.asn.desire2learn.com/mapping/486
http://asn.jesandco.org/resources/S113BA2A,"Demonstrate adaptability by changing the inquiry focus, questions, resources, or strategies when necessary to achieve success.",1.2.5,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114349A,"1. Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 ÌÑ 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.",CCSS.Math.Content.4.OA.A.1,4,http://toolkit.asn.desire2learn.com/mapping/487
http://asn.jesandco.org/resources/S113BA36,"Continue an inquiry-based research process by applying critical-thinking skills (analysis, synthesis, evaluation, organization) to information and knowledge in order to construct new understandings, draw conclusions, and create new knowledge.",2.1.1,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114347F,"9. Identify arithmetic patterns (including patterns in the addition table or multiplication table), and explain them using properties of operations.",CCSS.Math.Content.3.OA.D.9,3,http://toolkit.asn.desire2learn.com/mapping/488
http://asn.jesandco.org/resources/S113BA34,"Monitor gathered information, and assess for gaps or weaknesses.",1.4.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114347E,8. Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.,CCSS.Math.Content.3.OA.D.8,3,http://toolkit.asn.desire2learn.com/mapping/489
http://asn.jesandco.org/resources/S113BA3B,"Use the writing process, media and visual literacy, and technology skills to create products that express new understandings.",2.1.6,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114347E,8. Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.,CCSS.Math.Content.3.OA.D.8,3,http://toolkit.asn.desire2learn.com/mapping/490
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114347E,8. Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.,CCSS.Math.Content.3.OA.D.8,3,http://toolkit.asn.desire2learn.com/mapping/491
http://asn.jesandco.org/resources/S113BA5F,Organize personal knowledge in a way that can be called upon easily.,4.1.6,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114347D,"7. Fluently multiply and divide within 100, using strategies such as the relationship between multiplication and division (e.g., knowing that 8 ÌÑ 5 = 40, one knows 40 Ìá 5 = 8) or properties of operations. By the end of Grade 3, know from memory all products of two one-digit numbers.",CCSS.Math.Content.3.OA.C.7,3,http://toolkit.asn.desire2learn.com/mapping/492
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114347B,5. Apply properties of operations as strategies to multiply and divide.,CCSS.Math.Content.3.OA.B.5,3,http://toolkit.asn.desire2learn.com/mapping/493
http://asn.jesandco.org/resources/S113BA1E,Use prior and background knowledge as context for new learning.,1.1.2,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114347B,5. Apply properties of operations as strategies to multiply and divide.,CCSS.Math.Content.3.OA.B.5,3,http://toolkit.asn.desire2learn.com/mapping/494
http://asn.jesandco.org/resources/S113BA38,"Use strategies to draw conclusions from information and apply knowledge to curricular areas, real-world situations, and further investigations.",2.1.3,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S114347A,4. Determine the unknown whole number in a multiplication or division equation relating three whole numbers.,CCSS.Math.Content.3.OA.A.4,3,http://toolkit.asn.desire2learn.com/mapping/495
http://asn.jesandco.org/resources/S113BA36,"Continue an inquiry-based research process by applying critical-thinking skills (analysis, synthesis, evaluation, organization) to information and knowledge in order to construct new understandings, draw conclusions, and create new knowledge.",2.1.1,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143479,"3. Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",CCSS.Math.Content.3.OA.A.3,3,http://toolkit.asn.desire2learn.com/mapping/496
http://asn.jesandco.org/resources/S113BA1D,"Follow an inquiry-based process in seeking knowledge in curricular subjects, and make the real-world connection for using this process in own life.",1.1.1,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143478,"2. Interpret whole-number quotients of whole numbers, e.g., interpret 56 Ìá 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each.",CCSS.Math.Content.3.OA.A.2,3,http://toolkit.asn.desire2learn.com/mapping/497
http://asn.jesandco.org/resources/S113BA1D,"Follow an inquiry-based process in seeking knowledge in curricular subjects, and make the real-world connection for using this process in own life.",1.1.1,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S1143477,"1. Interpret products of whole numbers, e.g., interpret 5 ÌÑ 7 as the total number of objects in 5 groups of 7 objects each.",CCSS.Math.Content.3.OA.A.1,3,http://toolkit.asn.desire2learn.com/mapping/498
http://asn.jesandco.org/resources/S113BA36,"Continue an inquiry-based research process by applying critical-thinking skills (analysis, synthesis, evaluation, organization) to information and knowledge in order to construct new understandings, draw conclusions, and create new knowledge.",2.1.1,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434ED,"3. Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane.",CCSS.Math.Content.5.OA.B3,5,http://toolkit.asn.desire2learn.com/mapping/499
http://asn.jesandco.org/resources/S113BA3B,"Use the writing process, media and visual literacy, and technology skills to create products that express new understandings.",2.1.6,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434EC,"2. Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them.",CCSS.Math.Content.5.OA.A.2,5,http://toolkit.asn.desire2learn.com/mapping/500
http://asn.jesandco.org/resources/S113BA3B,"Use the writing process, media and visual literacy, and technology skills to create products that express new understandings.",2.1.6,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434EB,"1. Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.",CCSS.Math.Content.5.OA.A.1,5,http://toolkit.asn.desire2learn.com/mapping/501
http://asn.jesandco.org/resources/S113BA4A,"Use technology and other information tools to organize and display knowledge and understanding in ways that others can view, use, and assess.",3.1.4,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",asn:alignTo,Align To,http://asn.jesandco.org/resources/S11434A4,"6. Find whole-number quotients and remainders with up to four-digit dividends and one-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",CCSS.Math.Content.4.NBT.B.6,4,http://toolkit.asn.desire2learn.com/mapping/502
