subjectURI,subjectLabel,subjectNotation,subjectGrade,predicateCURIE,predicateLabel,objectURI,objectLabel,objectNotation,objectGrade,relationshipID
http://asn.jesandco.org/resources/S10006B7,"identify and describe the basic form and purpose of a variety of narrative genre including realistic fiction, fantasy, and folktales.",R.NT.01.02,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B9,"2. Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.",CCSS.ELA-Literacy.RL.2.2,2,http://toolkit.asn.desire2learn.com/mapping/3446
http://asn.jesandco.org/resources/S101BB3A,"compare and contrast relationships among characters, events, and key ideas within and across texts to create a deeper understanding by mapping story elements, graphically representing key ideas and details, and asking questions as they read.",R.CM.02.03,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B9,"2. Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.",CCSS.ELA-Literacy.RL.2.2,2,http://toolkit.asn.desire2learn.com/mapping/3447
http://asn.jesandco.org/resources/S1010683,retell in sequence the major idea(s) and relevant details of grade-level narrative and informational text.,R.CM.02.02,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B9,"2. Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.",CCSS.ELA-Literacy.RL.2.2,2,http://toolkit.asn.desire2learn.com/mapping/3448
http://asn.jesandco.org/resources/S100F164,"identify and describe characters' thoughts and motivations, story level themes (good vs. evil), main idea, and lesson/moral (fable).",R.NT.03.03,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B9,"2. Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.",CCSS.ELA-Literacy.RL.2.2,2,http://toolkit.asn.desire2learn.com/mapping/3449
http://asn.jesandco.org/resources/S101217F,"identify and describe the basic elements and purpose of a variety of narrative genre including folktales, fables, and realistic fiction.",R.NT.03.02,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B9,"2. Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.",CCSS.ELA-Literacy.RL.2.2,2,http://toolkit.asn.desire2learn.com/mapping/3450
http://asn.jesandco.org/resources/S100B685,"compare and contrast relationships among characters, events, and key ideas within and across texts to create a deeper understanding by mapping story elements, graphically representing key ideas and details, and asking questions as they read.",R.CM.01.03,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B6,"2. Retell stories, including key details, and demonstrate understanding of their central message or lesson.",CCSS.ELA-Literacy.RL.1.2,1,http://toolkit.asn.desire2learn.com/mapping/3451
http://asn.jesandco.org/resources/S1001EAD,retell in sequence up to three important ideas and details of familiar simple oral and written text.,R.CM.01.02,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B6,"2. Retell stories, including key details, and demonstrate understanding of their central message or lesson.",CCSS.ELA-Literacy.RL.1.2,1,http://toolkit.asn.desire2learn.com/mapping/3452
http://asn.jesandco.org/resources/S1004FC7,make text-to-self and text-to-text connections and comparisons by activating prior knowledge and connecting personal knowledge and experience to ideas in text through oral and written responses.,R.CM.01.01,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B6,"2. Retell stories, including key details, and demonstrate understanding of their central message or lesson.",CCSS.ELA-Literacy.RL.1.2,1,http://toolkit.asn.desire2learn.com/mapping/3453
http://asn.jesandco.org/resources/S1002025,"discuss setting, characters, and events in narrative text.",R.NT.00.03,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B3,"2. With prompting and support, retell familiar stories, including key details.",CCSS.ELA-Literacy.RL.K.2,K,http://toolkit.asn.desire2learn.com/mapping/3454
http://asn.jesandco.org/resources/S1001EAD,retell in sequence up to three important ideas and details of familiar simple oral and written text.,R.CM.01.02,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B3,"2. With prompting and support, retell familiar stories, including key details.",CCSS.ELA-Literacy.RL.K.2,K,http://toolkit.asn.desire2learn.com/mapping/3455
http://asn.jesandco.org/resources/S101B86F,retell up to three events from familiar text using their own words or phrasing.,R.CM.00.02,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B3,"2. With prompting and support, retell familiar stories, including key details.",CCSS.ELA-Literacy.RL.K.2,K,http://toolkit.asn.desire2learn.com/mapping/3456
http://asn.jesandco.org/resources/S1001EAD,retell in sequence up to three important ideas and details of familiar simple oral and written text.,R.CM.01.02,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B7,"3. Describe characters, settings, and major events in a story, using key details.",CCSS.ELA-Literacy.RL.1.3,1,http://toolkit.asn.desire2learn.com/mapping/3457
http://asn.jesandco.org/resources/S1007E9F,"respond to individual and multiple texts by finding evidence, discussing, illustrating, and/or writing to reflect, make connections, take a position, and/or show understanding.",R.NT.01.05,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B7,"3. Describe characters, settings, and major events in a story, using key details.",CCSS.ELA-Literacy.RL.1.3,1,http://toolkit.asn.desire2learn.com/mapping/3458
http://asn.jesandco.org/resources/S1020822,"identify how authors/ illustrators use literary devices including illustrations to support story elements and transitional words including before, after, now, and finally to indicate a sequence of events and sense of story.",R.NT.01.04,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B7,"3. Describe characters, settings, and major events in a story, using key details.",CCSS.ELA-Literacy.RL.1.3,1,http://toolkit.asn.desire2learn.com/mapping/3459
http://asn.jesandco.org/resources/S10198A3,"identify problem/solution, sequence of events, and sense of story (beginning, middle, and end).",R.NT.01.03,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B7,"3. Describe characters, settings, and major events in a story, using key details.",CCSS.ELA-Literacy.RL.1.3,1,http://toolkit.asn.desire2learn.com/mapping/3460
http://asn.jesandco.org/resources/S100568C,self-monitor comprehension when reading or listening to familiar text by using simple strategies to increase comprehension including making credible predictions based on illustrations.,R.MT.00.01,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B4,"3. With prompting and support, identify characters, settings, and major events in a story.",CCSS.ELA-Literacy.RL.K.3,K,http://toolkit.asn.desire2learn.com/mapping/3461
http://asn.jesandco.org/resources/S101B86F,retell up to three events from familiar text using their own words or phrasing.,R.CM.00.02,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B4,"3. With prompting and support, identify characters, settings, and major events in a story.",CCSS.ELA-Literacy.RL.K.3,K,http://toolkit.asn.desire2learn.com/mapping/3462
http://asn.jesandco.org/resources/S1008E0F,"identify and describe characters' actions and motivations, setting (time and place), problem/ solution, and sequence of events.",R.NT.02.03,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B4,"3. With prompting and support, identify characters, settings, and major events in a story.",CCSS.ELA-Literacy.RL.K.3,K,http://toolkit.asn.desire2learn.com/mapping/3463
http://asn.jesandco.org/resources/S10198A3,"identify problem/solution, sequence of events, and sense of story (beginning, middle, and end).",R.NT.01.03,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B4,"3. With prompting and support, identify characters, settings, and major events in a story.",CCSS.ELA-Literacy.RL.K.3,K,http://toolkit.asn.desire2learn.com/mapping/3464
http://asn.jesandco.org/resources/S1002025,"discuss setting, characters, and events in narrative text.",R.NT.00.03,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B4,"3. With prompting and support, identify characters, settings, and major events in a story.",CCSS.ELA-Literacy.RL.K.3,K,http://toolkit.asn.desire2learn.com/mapping/3465
http://asn.jesandco.org/resources/S100B75B,"in context, determine the meaning of words and phrases including objects, actions, concepts, content vocabulary, and literary terms, using strategies and resources including context clues, mental pictures, and questioning.",R.WS.01.10,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C7,4. Identify words and phrases in stories or poems that suggest feelings or appeal to the senses.,CCSS.ELA-Literacy.RL.1.4,1,http://toolkit.asn.desire2learn.com/mapping/3466
http://asn.jesandco.org/resources/S101D292,"identify and explain how authors/illustrators use literary devices including illustrations and titles to depict major story events, and comparisons including metaphors or similes to reveal characters' thoughts and actions.",R.NT.02.04,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C7,4. Identify words and phrases in stories or poems that suggest feelings or appeal to the senses.,CCSS.ELA-Literacy.RL.1.4,1,http://toolkit.asn.desire2learn.com/mapping/3467
http://asn.jesandco.org/resources/S101FA70,"identify and describe the basic elements and purpose of a variety of narrative genre including poetry, fantasy, legends, and drama.",R.NT.02.02,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C7,4. Identify words and phrases in stories or poems that suggest feelings or appeal to the senses.,CCSS.ELA-Literacy.RL.1.4,1,http://toolkit.asn.desire2learn.com/mapping/3468
http://asn.jesandco.org/resources/S100139D,"narrow possibilities in predicting words using initial letters/sounds (phonics), patterns of language (syntactic), and picture clues (semantic).",R.WS.00.08,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C4,4. Ask and answer questions about unknown words in a text.,CCSS.ELA-Literacy.RL.K.4,K,http://toolkit.asn.desire2learn.com/mapping/3469
http://asn.jesandco.org/resources/S1020822,"identify how authors/ illustrators use literary devices including illustrations to support story elements and transitional words including before, after, now, and finally to indicate a sequence of events and sense of story.",R.NT.01.04,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C4,4. Ask and answer questions about unknown words in a text.,CCSS.ELA-Literacy.RL.K.4,K,http://toolkit.asn.desire2learn.com/mapping/3470
http://asn.jesandco.org/resources/S101F48F,identify how authors/ illustrators use literary devices including pictures and illustrations to support the understanding of settings and characters.,R.NT.00.04,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C4,4. Ask and answer questions about unknown words in a text.,CCSS.ELA-Literacy.RL.K.4,K,http://toolkit.asn.desire2learn.com/mapping/3471
http://asn.jesandco.org/resources/S1008E0F,"identify and describe characters' actions and motivations, setting (time and place), problem/ solution, and sequence of events.",R.NT.02.03,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CB,"5. Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.",CCSS.ELA-Literacy.RL.2.5,2,http://toolkit.asn.desire2learn.com/mapping/3472
http://asn.jesandco.org/resources/S10198A3,"identify problem/solution, sequence of events, and sense of story (beginning, middle, and end).",R.NT.01.03,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CB,"5. Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.",CCSS.ELA-Literacy.RL.2.5,2,http://toolkit.asn.desire2learn.com/mapping/3473
http://asn.jesandco.org/resources/S100034C,"identify and describe the structure, elements, and purpose of a variety of narrative genre including poetry, myths, legends, fantasy, and adventure.",R.NT.04.02,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CB,"5. Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.",CCSS.ELA-Literacy.RL.2.5,2,http://toolkit.asn.desire2learn.com/mapping/3474
http://asn.jesandco.org/resources/S10006B7,"identify and describe the basic form and purpose of a variety of narrative genre including realistic fiction, fantasy, and folktales.",R.NT.01.02,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C8,"5. Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types.",CCSS.ELA-Literacy.RL.1.5,1,http://toolkit.asn.desire2learn.com/mapping/3475
http://asn.jesandco.org/resources/S101FB12,"explain how authors use text features including headings, titles, labeled photographs, and illustrations to enhance the understanding of key and supporting ideas.",R.IT.01.03,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C8,"5. Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types.",CCSS.ELA-Literacy.RL.1.5,1,http://toolkit.asn.desire2learn.com/mapping/3476
http://asn.jesandco.org/resources/S1017D5E,"discuss informational text patterns including descriptive, sequential, and enumerative.",R.IT.01.02,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C8,"5. Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types.",CCSS.ELA-Literacy.RL.1.5,1,http://toolkit.asn.desire2learn.com/mapping/3477
http://asn.jesandco.org/resources/S100B082,"identify and describe the basic form, features and purpose of a variety of informational genre including simple ""howto"" books, science and social studies magazines.",R.IT.01.01,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C8,"5. Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types.",CCSS.ELA-Literacy.RL.1.5,1,http://toolkit.asn.desire2learn.com/mapping/3478
http://asn.jesandco.org/resources/S1006F98,"identify the basic form and purpose of a variety of narrative genre including stories, nursery rhymes, poetry, and songs.",R.NT.00.02,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C5,"5. Recognize common types of texts (e.g., storybooks, poems).",CCSS.ELA-Literacy.RL.K.5,K,http://toolkit.asn.desire2learn.com/mapping/3479
http://asn.jesandco.org/resources/S101F89D,develop and discuss shared standards and begin to assess the quality and accuracy of their own writing and the writing of others.,R.CS.02.01,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CA,"4. Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",CCSS.ELA-Literacy.RL.2.4,2,http://toolkit.asn.desire2learn.com/mapping/3480
http://asn.jesandco.org/resources/S1020690,write poetry based on reading a wide variety of grade-appropriate poetry.,W.GN.03.02,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CA,"4. Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",CCSS.ELA-Literacy.RL.2.4,2,http://toolkit.asn.desire2learn.com/mapping/3481
http://asn.jesandco.org/resources/S1016E1B,approximate poetry based on reading a wide variety of grade-appropriate poetry.,W.GN.02.02,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CA,"4. Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",CCSS.ELA-Literacy.RL.2.4,2,http://toolkit.asn.desire2learn.com/mapping/3482
http://asn.jesandco.org/resources/S100034C,"identify and describe the structure, elements, and purpose of a variety of narrative genre including poetry, myths, legends, fantasy, and adventure.",R.NT.04.02,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CA,"4. Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",CCSS.ELA-Literacy.RL.2.4,2,http://toolkit.asn.desire2learn.com/mapping/3483
http://asn.jesandco.org/resources/S10025E6,"in context, determine the meaning of words and phrases including objects, actions, concepts, content vocabulary, and literary terms, using strategies and resources including context clues, mental pictures, and questioning.",R.WS.02.11,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CA,"4. Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",CCSS.ELA-Literacy.RL.2.4,2,http://toolkit.asn.desire2learn.com/mapping/3484
http://asn.jesandco.org/resources/S101AF37,"explain relationships among themes, ideas, and characters within and across texts to create a deeper understanding by categorizing and classifying, comparing and contrasting, or drawing parallels across time and culture.",R.CM.04.03,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436DC,"9. Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.",CCSS.ELA-Literacy.RL.2.9,2,http://toolkit.asn.desire2learn.com/mapping/3485
http://asn.jesandco.org/resources/S101B8E0,"compare and contrast relationships among characters, events, and key ideas within and across texts to create a deeper understanding; including a narrative to an informational text, a literature selection to a subject area text, and an historical event to a current event.",R.CM.03.03,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436DC,"9. Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.",CCSS.ELA-Literacy.RL.2.9,2,http://toolkit.asn.desire2learn.com/mapping/3486
http://asn.jesandco.org/resources/S100C282,"describe the similarities of plot and character in classic, multicultural, and contemporary literature that is recognized for quality and literary merit.",R.NT.02.01,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436DC,"9. Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.",CCSS.ELA-Literacy.RL.2.9,2,http://toolkit.asn.desire2learn.com/mapping/3487
http://asn.jesandco.org/resources/S100B685,"compare and contrast relationships among characters, events, and key ideas within and across texts to create a deeper understanding by mapping story elements, graphically representing key ideas and details, and asking questions as they read.",R.CM.01.03,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436DA,9. Compare and contrast the adventures and experiences of characters in stories.,CCSS.ELA-Literacy.RL.1.9,1,http://toolkit.asn.desire2learn.com/mapping/3488
http://asn.jesandco.org/resources/S1001EAD,retell in sequence up to three important ideas and details of familiar simple oral and written text.,R.CM.01.02,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436DA,9. Compare and contrast the adventures and experiences of characters in stories.,CCSS.ELA-Literacy.RL.1.9,1,http://toolkit.asn.desire2learn.com/mapping/3489
http://asn.jesandco.org/resources/S1004FC7,make text-to-self and text-to-text connections and comparisons by activating prior knowledge and connecting personal knowledge and experience to ideas in text through oral and written responses.,R.CM.01.01,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436DA,9. Compare and contrast the adventures and experiences of characters in stories.,CCSS.ELA-Literacy.RL.1.9,1,http://toolkit.asn.desire2learn.com/mapping/3490
http://asn.jesandco.org/resources/S1002025,"discuss setting, characters, and events in narrative text.",R.NT.00.03,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436D8,"9. With prompting and support, compare and contrast the adventures and experiences of characters in familiar stories.",CCSS.ELA-Literacy.RL.K.9,K,http://toolkit.asn.desire2learn.com/mapping/3491
http://asn.jesandco.org/resources/S100B685,"compare and contrast relationships among characters, events, and key ideas within and across texts to create a deeper understanding by mapping story elements, graphically representing key ideas and details, and asking questions as they read.",R.CM.01.03,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436D8,"9. With prompting and support, compare and contrast the adventures and experiences of characters in familiar stories.",CCSS.ELA-Literacy.RL.K.9,K,http://toolkit.asn.desire2learn.com/mapping/3492
http://asn.jesandco.org/resources/S1023A04,begin to make connections across texts by making meaningful predictions based on illustrations or portions of texts.,R.CM.00.03,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436D8,"9. With prompting and support, compare and contrast the adventures and experiences of characters in familiar stories.",CCSS.ELA-Literacy.RL.K.9,K,http://toolkit.asn.desire2learn.com/mapping/3493
http://asn.jesandco.org/resources/S1020822,"identify how authors/ illustrators use literary devices including illustrations to support story elements and transitional words including before, after, now, and finally to indicate a sequence of events and sense of story.",R.NT.01.04,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436D9,"7. Use illustrations and details in a story to describe its characters, setting, or events.",CCSS.ELA-Literacy.RL.1.7,1,http://toolkit.asn.desire2learn.com/mapping/3494
http://asn.jesandco.org/resources/S10198A3,"identify problem/solution, sequence of events, and sense of story (beginning, middle, and end).",R.NT.01.03,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436D9,"7. Use illustrations and details in a story to describe its characters, setting, or events.",CCSS.ELA-Literacy.RL.1.7,1,http://toolkit.asn.desire2learn.com/mapping/3495
http://asn.jesandco.org/resources/S100B685,"compare and contrast relationships among characters, events, and key ideas within and across texts to create a deeper understanding by mapping story elements, graphically representing key ideas and details, and asking questions as they read.",R.CM.01.03,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436D9,"7. Use illustrations and details in a story to describe its characters, setting, or events.",CCSS.ELA-Literacy.RL.1.7,1,http://toolkit.asn.desire2learn.com/mapping/3496
http://asn.jesandco.org/resources/S1009DB2,self-monitor comprehension by recognizing when meaning is breaking down and use simple fix-up strategies including making credible predictions based on a preview of the book cover and pictures to increase comprehension when reading or listening to text.,R.MT.01.01,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436D9,"7. Use illustrations and details in a story to describe its characters, setting, or events.",CCSS.ELA-Literacy.RL.1.7,1,http://toolkit.asn.desire2learn.com/mapping/3497
http://asn.jesandco.org/resources/S100568C,self-monitor comprehension when reading or listening to familiar text by using simple strategies to increase comprehension including making credible predictions based on illustrations.,R.MT.00.01,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436D6,"7. With prompting and support, describe the relationship between illustrations and the story in which they appear (e.g., what moment in a story an illustration depicts).",CCSS.ELA-Literacy.RL.K.7,K,http://toolkit.asn.desire2learn.com/mapping/3498
http://asn.jesandco.org/resources/S1023A04,begin to make connections across texts by making meaningful predictions based on illustrations or portions of texts.,R.CM.00.03,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436D6,"7. With prompting and support, describe the relationship between illustrations and the story in which they appear (e.g., what moment in a story an illustration depicts).",CCSS.ELA-Literacy.RL.K.7,K,http://toolkit.asn.desire2learn.com/mapping/3499
http://asn.jesandco.org/resources/S101F48F,identify how authors/ illustrators use literary devices including pictures and illustrations to support the understanding of settings and characters.,R.NT.00.04,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436D6,"7. With prompting and support, describe the relationship between illustrations and the story in which they appear (e.g., what moment in a story an illustration depicts).",CCSS.ELA-Literacy.RL.K.7,K,http://toolkit.asn.desire2learn.com/mapping/3500
http://asn.jesandco.org/resources/S1003DFD,speak effectively adopting appropriate tone of voice and intonation patterns in narrative and informational presentations.,S.CN.02.03,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CC,"6. Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.",CCSS.ELA-Literacy.RL.2.6,2,http://toolkit.asn.desire2learn.com/mapping/3501
http://asn.jesandco.org/resources/S1012662,"analyze how dialogue enhances the plot, characters, and themes; differentiates major and minor characters; and builds climax.",R.NT.06.03,6,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CC,"6. Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.",CCSS.ELA-Literacy.RL.2.6,2,http://toolkit.asn.desire2learn.com/mapping/3502
http://asn.jesandco.org/resources/S10172A4,"analyze characters' thoughts and motivation through dialogue, various character roles, and functions including hero, antihero, or narrator; know first person point of view and identify conflict and resolution.",R.NT.04.03,4,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CC,"6. Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.",CCSS.ELA-Literacy.RL.2.6,2,http://toolkit.asn.desire2learn.com/mapping/3503
http://asn.jesandco.org/resources/S1017B84,"explain how authors use literary devices including prediction, personification, and point of view to develop a story level theme, depict the setting, and reveal how thoughts and actions convey important character traits.",R.NT.03.04,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C9,6. Identify who is telling the story at various points in a text.,CCSS.ELA-Literacy.RL.1.6,1,http://toolkit.asn.desire2learn.com/mapping/3504
http://asn.jesandco.org/resources/S101C169,"construct and convey meaning using strategies including story grammar to identify the author's perspective (e.g., first, second, and third person) and sorting and ordering information.",R.MT.00.02,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C9,6. Identify who is telling the story at various points in a text.,CCSS.ELA-Literacy.RL.1.6,1,http://toolkit.asn.desire2learn.com/mapping/3505
http://asn.jesandco.org/resources/S1025D24,"become familiar with classic, multicultural, and contemporary literature recognized for quality and literary merit that represents our common heritage as well as cultures from around the world.",R.NT.00.01,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436C6,"6. With prompting and support, name the author and illustrator of a story and define the role of each in telling the story.",CCSS.ELA-Literacy.RL.K.6,K,http://toolkit.asn.desire2learn.com/mapping/3506
http://asn.jesandco.org/resources/S1016957,"choose books, book activities, word play, and writing on their own during free time in school and at home.",R.AT.00.02,K,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436E3,10. Actively engage in group reading activities with purpose and understanding.,CCSS.ELA-Literacy.RL.K.10,K,http://toolkit.asn.desire2learn.com/mapping/3507
